chapter	chapter_title	verse_number	original_text
9	Chapter - 9	39	"चतुर्युगे च पञ्चाशत्तमे मुनिभिरर्थिता।  
सुन्दरं चातिभीमं च रूपं कृत्वा हिमाचरे ॥ 39 ॥"
9	Chapter - 9	40	"रक्षांसि भक्षयिष्यामि मुनीनां त्राणकारणात्।  
ततो मां मुनयः सर्वे स्तोष्यन्त्यानम्रमूर्तयः ॥ 40 ॥"
9	Chapter - 9	41	"`भीमे देवि प्रसीदे' ति भीमामभयदायिनीम्।  
युगे षष्टितमे कश्चिदरुणो नाम दानवः ॥ 41 ॥"
9	Chapter - 9	42	"मनुजानां मुनीनां च महाबाधां करिष्यति।  
तत्राहं (भ्रमरं E. F.)भ्रामरं रूपं कृत्वासंख्येयषट्‌पदा ॥ 42 ॥"
9	Chapter - 9	43	"त्रैलोक्यस्य हितार्थाय वधिष्यामि महासुरम्।  
भ्रामरीति च मां लोकास्तदा स्तोष्यन्ति (संयताः A.)सर्वदा ॥ 43 ॥"
9	Chapter - 9	44	"28-43. सुनन्दा-रक्तदन्तिका-शताक्षी-शाकंभरी-दुर्गा-भीमा-भ्रामरीणामुपाख्यानानि मार्कण्डेयपुराणे देवी माहात्म्ये एकादशाध्याये द्रष्टव्यानि।  
इत्थं यदा यदा बाधा दानवोत्था भविष्यति।  
तदा तदावतीर्याहं हनिष्यामि महासुरान् ॥ 44 ॥"
9	Chapter - 9	45	"अमी ते लेशतः शक्र दर्शिताः परमाद्भुताः।  
अवतारा निरातङ्का मदीयाः केवलाह्वयाः ॥ 45 ॥"
9	Chapter - 9	46	"एतेषां परमा प्रोक्ता कूटस्था सा महीयसी।  
महालक्ष्मीर्महाभागा प्रकृतिः परमेश्वरी ॥ 46 ॥"
9	Chapter - 9	47	"अमुष्याः स्तुतये दृष्टं ब्रह्माद्यैः सकलैः सुरैः।  
`नमो देव्या'दिकं सूक्तं सर्वकामप्रदं (परम् B.)वरम् ॥ 47 ॥"
9	Chapter - 9	48	"इमां देवीं स्तुवन्नित्यं स्तोत्रेणानेन मामिह।  
(B. F. omit this line.)क्लेशानतीत्य सकलानैश्वर्यं महदश्नुते ॥ 48 ॥"
9	Chapter - 9	49	"अमुष्याः सावताराया महालक्ष्म्या ममानघ।  
जन्मानि चरितैः सार्धं स्तोत्रैर्वैभववादिभिः(कारिभिः E.) ॥ 49 ॥"
9	Chapter - 9	50	"कथितानि पुरा शक्र वसिष्ठेन महात्मना।  
स्वारोचिषेऽन्तरे राज्ञे सुरथाय महात्मने ॥ 50 ॥"
9	Chapter - 9	51	"समाधये च (वश्याय B.)वैश्याय प्रणतायावसीदते।  
भक्तिश्रद्धावता नित्यं वसिष्ठेन कृतेति मे ॥ 51 ॥"
9	Chapter - 9	52	"हृदि स्थिता सदा सेयं जन्मकर्मावलिस्तुतिः।  
एतां द्विजमुखाच्छ्रुत्वा ह्यधीयानो नरः सदा ॥ 52 ॥"
9	Chapter - 9	53	"(C. omits this line.)विधूय निखिलां मायां सम्यग्ज्ञानं समश्नुते।  
(सर्व E. I.)सर्वां संपदमाप्रोति धुनोति सकलापदः ॥ 53 ॥"
9	Chapter - 9	54	"मम प्रभावात् सौभाग्यं कीर्ति चैव समश्नुते।  
(केवलाः कथयन्त्येते A. B. C.)केवला अपि यद्येते मदीया विष्णुना विना ॥ 54 ॥"
9	Chapter - 9	55	"न मेऽस्ति संभवः सोऽयमहंभूतः स्थितोऽत्र तु।  
अन्योन्येनाविनाभावादन्योन्येन समन्वयात् ॥ 55 ॥"
9	Chapter - 9	56	"(मय्येवं वर्तते देवः E.)मय्ययं देवदेवेशस्तत्राहं च सनातनी।  
इत्येते लेशतः शक्र दर्शिताः सप्रकारकाः ॥ 56 ॥"
9	Chapter - 9	57	"अवतारा मदीयास्ते संभूताः कोशपञ्चके।  
शुद्धे कोशे समुद्भूता भवद्भावात्मकाः परे(भावात्मकात्मके A. B. C.) ॥ 57 ॥"
9	Chapter - 9	58	"तत्राप्येषा स्थितिर्ज्ञेया विष्णोर्मम सह स्थितिः।  
एवंप्रकारां(प्रकारं E. F.) मां ज्ञात्वा प्रत्यक्षां सर्वसंमताम् ॥ 58 ॥"
9	Chapter - 9	59	"उपायैर्विविधैः शश्वदुपास्य (विविधा B.)बहुधात्मिकाम्।  
क्लेशकर्माशयातीतो मद्भावं प्रतिपद्यते ॥ 59 ॥"
10	Chapter - 10	1	"दशमोऽध्यायः - 10  
शक्रः---  
क्षीरोदमथनायासफलरूपे मधुद्विषः।  
नमश्चन्द्रसहोदर्यै नमस्तेऽमृतयोनये ॥ 1 ॥"
10	Chapter - 10	2	"भावोत्तराः प्रकारास्ते श्रुतास्त्वद्वक्त्रपङ्कजात्।  
इदानीं श्रोतुमिच्छामि प्रकारान् भवदुत्तरान् ॥ 2 ॥"
10	Chapter - 10	3	"वैष्णवा अवतारास्ते किंरूपाः (कथिता बुधैः E.)कति वाम्बुजे।  
एतत्पृष्टा मया ब्रूहि नमस्ते पङ्कजासने ॥ 3 ॥"
10	Chapter - 10	4	"(अहं ते B. C.)हन्त ते शक्र वक्ष्यामि प्रकारान् भवदुत्तरान्।  
वैष्णवा अवतारास्ते यावन्तो यद्विधाश्च ते ॥ 4 ॥"
10	Chapter - 10	5	"षाड्‌गुण्यममलं ब्रह्म निर्दोषमजरं ध्रुवम्।  
सर्वशक्ति निरातङ्कं निरालम्बनभावनम् ॥ 5 ॥"
10	Chapter - 10	6	"तदुन्मिषति वैपूर्वं शक्तिमच्छक्तिभावतः।  
नारायणः परो देवः संस्थितः शक्तिमत्तया ॥ 6 ॥"
10	Chapter - 10	7	"स्थिरा शक्तिरहं तस्य सर्वकार्यकरी विभोः।  
तावावां जगतोऽर्थाय बहुधा विक्रियावहे ॥ 7 ॥"
10	Chapter - 10	8	"यथाहमास्थिता भेदैस्तथा ते कथितं पुरा।  
विकारानविकारस्य विष्णोः श्रृणु मयोदितान् ॥ 8 ॥"
10	Chapter - 10	9	"अप्राकृताननौपम्यानचिन्तयमहिमोज्ज्वलान्।  
स्वां शक्तिं मामधिष्ठाय प्रकृतिं परमाद्भुताम् ॥ 9 ॥"
10	Chapter - 10	10	"त्रैरूप्येण जगन्नाथः समुदेति जगद्धिते।  
आद्येन पररूपेण व्यूहरूपेण चाप्यथ ॥ 10 ॥"
10	Chapter - 10	11	"तथा विभवरूपेण नानाभावमुपेयुषा।  
व्यापको भगवान् देवो भक्तानुग्रहकाम्यया ॥ 11 ॥"
10	Chapter - 10	12	"अनौपम्यमनिर्दश्यं (पुनः A. B. G. I.)वपुः स भजते परम्।  
विश्वाप्यायनकं(करं E.I.) कान्त्या पूर्णेन्द्वयुततुल्यया ॥ 12 ॥"
10	Chapter - 10	13	"वरदाभयहस्तं च द्विभुजं पद्मलोचनम्।  
रेखामयेन चक्रेण शङ्खेन च करद्वये ॥ 13 ॥"
10	Chapter - 10	14	"अङ्कितं निर्विकाराङ्‌घ्रिस्थितं परमशोभनम्।  
अन्यूनानतिरिक्तैः स्वैर्गुणैः षड्‌भिरलंकृतम् ॥ 14 ॥"
10	Chapter - 10	15	"समं समविभक्ताङ्नं सर्वावयवसुन्दरम्।  
पूर्णमाभरणैः शुभ्रैः सुधाकल्लोलसंकुलैः ॥ 15 ॥"
10	Chapter - 10	16	"रश्मिभूतैरमूर्तैः स्वैरच्युताद्यैरविच्युतम्।  
एका मूर्तिरियं दिव्या पराख्या वैष्णवी परा ॥ 16 ॥"
10	Chapter - 10	17	"योगसिद्धा भजन्त्येनां हृदि तुर्यपदाश्रिताम्(श्रयाम् E. F.)।  
अथ व्यूहस्बरूपं ते द्वितीयं वर्णयाम्यहम् ॥ 17 ॥"
10	Chapter - 10	18	"व्यूह्यात्मानं चतुर्धा स्वं देवः प्रागादिभेदतः(भेदिनः A.)।  
वासुदेवादिभेदेन (सुषुप्त्यध्वनि B.; सुषुप्तात्मनि E.)सौषुप्ताध्वनि तिष्ठति ॥ 18 ॥"
10	Chapter - 10	19	"(सृष्ट्यादिसंस्था मूर्तिर्वै A. B. C.)संस्थानमादिमूर्तेर्वै सर्वेषां तु समं स्मृतम्।  
षड्‌गुणं प्रथमं रूपं द्वन्द्वैर्ज्ञानादिसंभवैः ॥ 19 ॥"
10	Chapter - 10	20	"इतराणि स्वरूपाणि कथितानि मया पुरा(पुनः E.)।  
वह्न्यर्केन्दुसहस्राभमानन्दास्पन्दलक्षणम्(आनन्दस्पन्दलक्षणम् E. F.) ॥ 20 ॥"
10	Chapter - 10	21	"बीजं सर्वक्रियाणां तद्विकल्पानां तदास्पदम्।  
सौषुप्तं चातुरात्म्यं तत्प्रथमं विद्धि वासव ॥ 21 ॥"
10	Chapter - 10	22	"अथ स्वाप्रे पदेऽप्येवं विभज्यात्मानमात्मना।  
देवः प्रागादिभेदेन वासुदेवादिरूपतः ॥ 22 ॥"
10	Chapter - 10	23	"समासव्यासभेदेन गुणआनां पुरुषोत्तमः।  
सितरक्तसुवर्णाभ्रसदृशैः परमाद्भुतैः ॥ 23 ॥"
10	Chapter - 10	24	"आदिमूतिसमै(समो B.) रूपैश्चतुर्धा (ह्यव A. B. C. F.)व्यवतिष्ठते।  
कैवल्यभोगफलदं भवबीजक्षयंकरम् ॥ 24 ॥"
10	Chapter - 10	25	"चातुरात्म्यं द्वितीयं तत् सुधासंदोहसुन्दरम्।  
अथ जाग्रत्पदे देवः सितरक्तादिभेदतः(भेदितैः G.) ॥ 25 ॥"
10	Chapter - 10	26	"चतुर्भुजैरुदाराङ्गैः शङ्खचक्रादिचिह्नितैः।  
नानाध्वजविचित्राङ्गैर्वासुदेवादिसंज्ञितैः ॥ 26 ॥"
10	Chapter - 10	27	"व्यूहैः (स्वयं विभज्य E. I.)स्वं प्रविभज्यास्ते विभुर्नाम स्वलीलया।  
तत्राद्यं भगवद्रूपं हिमकुन्देन्दुकान्तिमत् ॥ 27 ॥"
10	Chapter - 10	28	"चतुर्भुजं सौम्यवक्त्रं पुण्डरीकनिभेक्षणम्।  
पीतकौशेयवसनं सुपर्णध्वजभूषितम् ॥ 28 ॥"
10	Chapter - 10	29	"मुक्यदक्षिणहस्तेन भीतानामभयप्रदम्।  
तथाविधेन वामेन दधानं शङ्खमुत्तमम् ॥ 29 ॥"
10	Chapter - 10	30	"अपरेण दधानं च दक्षिणेन सुदर्शनम्।  
वामेन च गदां गुर्वीं निषण्णां वसुधातले ॥ 30 ॥"
10	Chapter - 10	31	"संचिन्तयेत् पुरो भागे वासुदेवमितीदृशम्।  
सिन्दूरशिखराकारं सौम्यवक्त्रं चतुर्भुजम् ॥ 31 ॥"
10	Chapter - 10	32	"अतसीपुष्पसंकाशवसनं ताललाञ्छितम्(लाञ्छनम् F.)।  
मुख्येन पाणियुग्मेन तुल्यमाद्यस्य वै विभोः ॥ 32 ॥"
10	Chapter - 10	33	"सीरं तच्चक्रहस्तेऽस्य मुसलं तु (गदां E.)गदाकरे।  
दक्षिणे चिन्दयेद्भागे संकर्षणमितीदृशम् ॥ 33 ॥"
10	Chapter - 10	34	"प्रावृण्निशासमुदितखद्योतनिचयप्रभम्।  
रक्तकौशेयवसनं मकरध्वजशोभितम् ॥ 34 ॥"
10	Chapter - 10	35	"सौम्यवक्त्रं चतुर्बाहुं तृतीयं परमेश्वरम्।  
मुख्यहस्तद्वयं चास्य प्राग्वत्तुल्यं महामते ॥ 35 ॥"
10	Chapter - 10	36	"वामेऽपरस्मिन् शार्ङ्गं च दक्षिणे बाणपञ्चकम्।  
अपरे चिन्तयेद्भागे प्रद्युम्नमिति कीर्तितम् ॥ 36 ॥"
10	Chapter - 10	37	"अञ्जनाद्रिप्रतीकाशं (सुसिताम्बर B. E. I.)सुपीताम्बरवेष्टितम्।  
चतुर्भुजं विशालाक्षं मृगलाञ्छनभूषितम् ॥ 37 ॥"
10	Chapter - 10	38	"आदिवत् पाणियुगलमाद्यमस्य(आद्यं तस्य F.) विचिन्तयेत्।  
दक्षिणादिक्रमेणाथ द्वाभ्यां वै खड्‌गखेटकौ ॥ 38 ॥"
10	Chapter - 10	39	"दधानमनिरुद्धं तु सौम्यभागे विचिन्तयेत्।  
वनमालाधराः सर्वे श्रीवत्सकृतलक्षणाः(लाञ्छनाः E.) ॥ 39 ॥"
10	Chapter - 10	40	"शोभिताः कौस्तुभेनैव रत्नराजेन वक्षसि।  
जाग्रत्पदे स्थितं देवं चातुरात्म्यमनुत्तमम् ॥ 40 ॥"
10	Chapter - 10	41	"स्थित्युत्पत्तिप्रलयकृत्सर्वोपकरणान्वितम्।  
दिव्यं तच्चिन्तयेद्यस्य(चिन्तयेत्तस्य A. B.) विश्वं तिष्ठति शासने ॥ 41 ॥"
10	Chapter - 10	42	"त्रिविधं चातुरात्म्यं तु सुषुप्त्यादिपदत्रिके।  
सुव्यक्तं तत्पदे तुर्ये गुणलक्ष्यं परं स्थितम् ॥ 42 ॥"
10	Chapter - 10	43	"ज्ञानक्रियादिभिर्विष्णोर्लोकाननुसिसृक्षतः।  
व्यूहसंज्ञमिदं रूपं द्वितीयं कथितं मया ॥ 43 ॥"
10	Chapter - 10	44	"तृतीयं विभवाख्यं तु(तं F.) विश्वमन्दिरमध्यगम्।  
नानाकारक्रियाकर्तृ रूपं विष्णोर्निशामय ॥ 44 ॥"
11	Chapter - 11	1	"एकादशोऽध्याः - 11  
श्रीः(श्रीरुवाच B.)---  
निर्दोषो (नि निष्टो यो E. I.)निरधिष्ठेयो निरवद्यः सनातनः।  
विष्णुर्नारायणः (श्रीशः E. I.)श्रीमान् परमात्मा सनातनः ॥ 1 ॥"
11	Chapter - 11	2	"षाड्‌गुण्यविग्रहो (नित्यः E.)नित्यं परं ब्रह्माक्षरं परम्।  
तस्य मां परमां शक्तिं नित्यं तद्धर्मधर्मिणीम् ॥ 2 ॥"
11	Chapter - 11	3	"सर्वभावानुगां विद्धि निर्दोषामनपायिनीम्।  
सर्वकार्यकरी साहं विष्णोरव्ययरूपिणः ॥ 3 ॥"
11	Chapter - 11	4	"शुद्धाशुद्धमयैर्भावैर्वितत्यात्मानमात्मना।  
परव्यूहादिसंभेदं व्यूहयन्ती हरेः सदा ॥ 4 ॥"
11	Chapter - 11	5	"शुद्धषाड्‌गुण्यमादाय कलपयन्ती तथा तथा।  
(तेनापि विविधं E.)तेन नानाविधं रूपं(व्यूहाद्यञ्चित E.)व्यूहाद्युचितमञ्जसा ॥ 5 ॥"
11	Chapter - 11	6	"उन्मेषयामि देवस्य प्रकारं भवदुत्तरम्।  
व्यापारस्तस्य देवस्य साहमस्मि न संशयः ॥ 6 ॥"
11	Chapter - 11	7	"मया कृतं हि यत् कर्म तेन तत् कृतमुच्यते।  
अहं हि तस्य देवस्य स्मृता (व्याक्रिय A. I.)व्याप्रियमाणता ॥ 7 ॥"
11	Chapter - 11	8	"इति (कृत्वा A. I.)शक्र परं रूपं व्यूहरूपं च दर्शितम्।  
तृतीयं विभवाख्यं तु रूपमद्य निशामय ॥ 8 ॥"
11	Chapter - 11	9	"तुर्यादिजाग्रदन्तं यत् प्रोक्तं पदचतुष्टयम्।  
वासुदेवादिना व्याप्तमनिरुद्धान्तिमेन तु ॥ 9 ॥"
11	Chapter - 11	10	"तत्र तत्र पदे चैव चातुरात्म्यं तथा तथा।  
अव्यक्तव्यक्तरूपैः स्वैरुदितं ते यथोदितम् ॥ 10 ॥"
11	Chapter - 11	11	"व्यूहाद् व्यूहसमुत्पत्तौ पदाद्यावत्पदान्तरम्।  
(आनन्दं G.)अन्तरं सकलं देशं संपूरयति तेजसा ॥ 11 ॥"
11	Chapter - 11	12	"(पूरितः G.)पूजितस्तेजसां राशिरव्यक्तो मूर्तिवर्जितः।  
विशाखयूप इत्युक्तस्तत्तज्ज्ञानादिबृंहितः ॥ 12 ॥"
11	Chapter - 11	13	"तस्मिंस्तस्मिन् पदे तस्मान्मूर्तिशाखाचतुष्टयम्।  
वासुदेवादिकं शक्र प्रादुर्भवति वै क्रमात् ॥ 13 ॥"
11	Chapter - 11	14	"एवं स्वप्नपदाज्जाग्रत्पदव्यूहविभावने।  
स्वप्रात्पदाज्जाग्रदन्ते तैजसः पूज्यते महान् ॥ 14 ॥"
11	Chapter - 11	15	"विशाखयूपो भगवान् स देवस्तेजसां निधिः।  
तुर्याद्ये स्वप्नपर्यन्ते (चातुरात्म्यादिके A. B. C. D. F.)चातुरात्म्यत्रिके हि यत् ॥ 15 ॥"
11	Chapter - 11	16	"तत्तदैश्वर्यसंपन्ने षाड्‌गुण्यं सुव्यवस्थितम्।  
तदादायाखिलं दिव्यं (शुद्धं B.)शुद्धसंवित्पुरःसरम् ॥ 16 ॥"
11	Chapter - 11	17	"विभजन्नात्मनात्मानं वासुदेवादिरूपतः(रूपकम् A. B. C.)।  
(पुनर्विशाख E.)पुनविभववेलायां विना मूर्तिचतुष्टयम् ॥ 17 ॥"
11	Chapter - 11	18	"विशाखयूप एवैष विभवान् भावयत्युत।  
ते देवा विभवात्मानः पद्मनाभादयो मताः ॥ 18 ॥"
11	Chapter - 11	19	"पद्मनाभो ध्रुवोऽनन्तः शक्रीशो मधुसूदनः।  
विद्याधिदेवः कपिलो विश्वरूपो विहंगमः ॥ 19 ॥"
11	Chapter - 11	20	"(क्रोधात्मा A. C. D. F. I.)क्रोडात्मा बडवावक्त्रो धर्मो वागीश्वरस्तथा।  
एकार्णवान्तःशायी च तथैव कमठाकृतिः ॥ 20 ॥"
11	Chapter - 11	21	"वराहो नरसिंहश्चाप्यमृताहरणस्तथा।  
श्रीपतिर्दिव्यदेहोऽथ कान्तात्मामृतधारकः ॥ 21 ॥"
11	Chapter - 11	22	"राहुजित् कालनेमिघ्नः पारिजातहरस्तथा।  
लोकनाथस्तु शान्तात्मा दत्तात्रेयो महाप्रभुः ॥ 22 ॥"
11	Chapter - 11	23	"न्यग्रोधशायी भगवानेकशृङ्गतनुस्तथा।  
देवो वामनदेहस्तु सर्वव्यापी त्रिविक्रमः ॥ 23 ॥"
11	Chapter - 11	24	"नरो नारायणश्चैव हरिः कृष्णस्तथैव च।  
ज्वलत्परशुभृद्रामो(धृग्रामो A. B. C. D.) रामश्चान्यो धनुर्धरः ॥ 24 ॥"
11	Chapter - 11	25	"वेदविद्भगवान् कल्की पातालशयनः प्रभुः।  
(त्रिंशदष्टाविमे A. B. C. D.)त्रिंशच्चाष्टाविमे देवाः पद्मनाभादयो मताः ॥ 25 ॥"
11	Chapter - 11	26	"विभोर्विशाखयूपस्य तत्तत्कार्यवशादिमे।  
(मूर्तयो A. B. C. D.)स्फूर्तयो विभवाः ख्याताः कार्यं चैषामसंकरम्(असंकरः B.) ॥ 26 ॥"
11	Chapter - 11	27	"शुद्धाशुद्धाध्वनोर्मध्ये पद्मनाभो व्यवस्थितः।  
ध्रुवादयोऽपरे (देवाः प्रवृत्ताः E.)देवा विवृता विश्वमन्दिरे ॥ 27 ॥"
11	Chapter - 11	28	"रूपाण्यस्त्राणि चैतेषां शक्तयश्चापरा विधाः।  
सर्वं तत् सात्त्वते सिद्धं संज्ञामात्रं प्रदर्शितम् ॥ 28 ॥"
11	Chapter - 11	29	"शाखास्तु वासुदेवाद्या विभोर्देवस्य कीर्तिताः।  
विशाखयूपो भगवान् वितताभिः करोति तत् ॥ 29 ॥"
11	Chapter - 11	30	"चतसृभ्योऽथ शाखाभ्यः केशवाद्यं त्रयं त्रयम्।  
दामोदरान्तमुद्भूतं तद्‌ व्यूहान्तरमुच्यते ॥ 30 ॥"
11	Chapter - 11	31	"ताभ्य (एवाथ B. E.)एव हि शाखाभ्यः श्रियादीनां त्रयं त्रयम्।  
पूर्वत्रयानुरूपेण शक्तीनां च (समुद्भवम् A. B. E.)समुद्गतम् ॥ 31 ॥"
11	Chapter - 11	32	"परादिविभवान्तानां सर्वेषां देवतात्मनाम्।  
शुद्धषाड्‌गुण्यरूपाणि वपूंषि त्रिदशेश्वर ॥ 32 ॥"
11	Chapter - 11	33	"यावन्त्यस्त्राणि देवानां चक्रशङ्खादिकानि वै।  
भूषणानि विचित्राणि वासांसि विविधानि च ॥ 33 ॥"
11	Chapter - 11	34	"ध्वजाश्च विविधाकाराः कान्तयश्च सितादिकाः।  
वाहनानि विचित्राणि सत्याद्यानि सुरेश्वर ॥ 34 ॥"
11	Chapter - 11	35	"शक्तयो भोगदाश्चैव विविधाकारसंस्थिताः।  
आन्तःकरणिको वर्गस्तदीया वृत्तयोऽखइलाः ॥ 35 ॥"
11	Chapter - 11	36	"यच्च यच्चोपकरणं सामान्यं पुरुषान्तरैः।  
षाड्‌गुण्यनिर्मितं विद्धि तत्सर्वं बलसूदन ॥ 36 ॥"
11	Chapter - 11	37	"शुद्धसंविन्मयी साहं षाड्‌गुण्यपरिपूरिता।  
तथा तथा भवाम्येषामिष्टं यद्धि यथा यथा ॥ 37 ॥"
11	Chapter - 11	38	"न विना देवेदेवेन स्थितिर्मम हि विद्यते।  
(C. omits this line.)मया विना न देवस्य स्थितिर्विष्णोर्हि(विष्णोश्च E. I.) विद्यते ॥ 38 ॥"
11	Chapter - 11	39	"तावावामेकतां प्राप्तौ द्विधा भूतौ च संस्थितौ।  
विधां भजावहे तां तां यद्दद्यत्र (व्यपेक्षितम् E. I.)ह्यपेक्षितम् ॥ 39 ॥"
11	Chapter - 11	40	"शक्रः---  
सिन्धुकन्ये नमस्तुभ्यं नमस्ते सरसीरुहे।  
परव्यूहादिभेदेन किं प्रयोजनमीशितुः ॥ 40 ॥"
11	Chapter - 11	41	"(B. omits verses 41 and 42.)अनुग्रहाय (देवानां D.)जीवानां भक्तानामनुकम्पया।  
परव्यूहादिभेदेन देवदेवप्रवृत्तयः ॥ 41 ॥"
11	Chapter - 11	42	"शक्रः---  
देवदेवप्रिये देवि नमस्ते कमलोद्भवे।  
अनुग्रहाय भक्तानामेकैवास्तु विधा हरेः ॥ 42 ॥"
11	Chapter - 11	43	"(जीविनां B.)जीवानां विविधाः शक्र संचिताः पुण्यसंचयाः।  
संचिन्वन्ति न ते जीवास्तुल्यकालं कथंचन ॥ 43 ॥"
11	Chapter - 11	44	"कश्चिद्धि सुकृतोन्मेषात् कदाचित् पुरुषो नृषु।  
श्रीमता कमलाक्षेण जायमानो निरीक्ष्यते ॥ 44 ॥"
11	Chapter - 11	45	"अन्यदा पुरुषोऽन्यश्चेत्येवं भिन्नाः शुभाशयाः।  
भेदोऽधिकारिणां पुण्यतारतम्येन जायते ॥ 45 ॥"
11	Chapter - 11	46	"विवेकः कस्यचिन्मन्दो भगवत्तत्ववेदने।  
मद्यमस्तु परस्याथ दिव्योऽन्यस्य तु जायते ॥ 46 ॥"
11	Chapter - 11	47	"ईशानुग्रहवैषम्यादेवं भेदे व्यवस्थिते।  
तत्तत्कार्यानुरोधेन परव्यूहादिभावना ॥ 47 ॥"
11	Chapter - 11	48	"क्रियते देवदेवेन शक्तिं मामधितिष्ठता।  
(सुसिद्ध A. C. D. E. G.)संसिद्धयोगतत्त्वानामधिकारः परात्मनि ॥ 48 ॥"
11	Chapter - 11	49	"व्यामिश्रयोगयुक्तानां मध्यानां व्यूहभावने।  
वैभवीयादिरूपेषु विवेकविधुरात्मनाम् ॥ 49 ॥"
11	Chapter - 11	50	"अहंताममातार्तानां(ममताज्ञनां B.) भक्तानां परमेश्वरे।  
अधिकारस्य वैषम्यं भक्तानामनुदृश्य(अधिगम्य F.) सः ॥ 50 ॥"
11	Chapter - 11	51	"भजते विविधं भावं परव्यूहादिशब्दितम्।  
इति ते लेशतः शक्र दर्शिता उभयात्मकाः ॥ 51 ॥"
11	Chapter - 11	52	"भवद्भावोत्तरा व्यूहा मम नारायणस्य च।  
शुद्धे शुद्धेतरस्मिंश्च कोशवर्गे मदुद्भवे ॥ 52 ॥"
11	Chapter - 11	53	"स्थितिर्नौ दर्शिता तेऽद्य पृथक् सह च केवला।  
एवंप्रकारां(प्रकारं B. D. E. I.) मां ज्ञात्वा प्रत्यक्षां सर्वसंमताम् ॥ 53 ॥"
11	Chapter - 11	54	"उपायैर्विविधैः शश्वदुपास्य विविधात्मिकाम्।  
क्लेशकर्माशयातीतो मद्भावं प्रतिपद्यते ॥ 54 ॥"
12	Chapter - 12	1	"द्वादशोऽध्यायः - 12  
शक्रः---  
चिच्छक्तिरेव ते शुद्धा यदि जीवः सनातनः।  
क्लेशकर्माशयस्पर्शः कथमस्य सरोरुहे ॥ 1 ॥"
12	Chapter - 12	2	"क्लेशाः के कति ते प्रोक्ताः कर्म कीदृक्‌ च किंविधम्।  
आशयो(आशया E. I.) नाम को(के E. I.) देवि (तदेवं F.)तदेतत् किंफलं स्मृतम् ॥ 2 ॥"
12	Chapter - 12	3	"सिन्धुकन्ये तदेतन्मे ब्रूहि तुभ्यं नमो नमः।  
सर्वज्ञे न त्वदन्येन वक्तुमेतद्धि शक्यते ॥ 3 ॥"
12	Chapter - 12	4	"श्रीः---  
अहं नारायणी (स्वच्छा A. B. G.)देवी स्वच्छस्वच्छन्दचिन्मयी।  
स्वतन्त्रा निरवद्याहं विष्णोः श्रीरनपायिनी ॥ 4 ॥"
12	Chapter - 12	5	"ईशेशितव्यभेदेन द्विधा रूपं मया कृतम्।  
ईशितव्यं च तद्भिन्नं (स्वच्छन्दा A. B. C.)स्वाच्छन्द्यादेव मे द्विधा(स्थिता I.) ॥ 5 ॥"
12	Chapter - 12	6	"चिच्छक्तिरेका भोक्त्राख्या परा भोग्यादिरूपिणी।  
कालकाल्यविभेदेन सा द्विधा भेदिता मया ॥ 6 ॥"
12	Chapter - 12	7	"तत्र काल्यात्मिका शक्तिर्मोहिनी बन्धनी तथा।  
प्रकृतिः सविकारैषा चिच्छक्तिर्बध्यतेऽनया ॥ 7 ॥"
12	Chapter - 12	8	"क्लिश्यते येन रूपेण चिच्छक्तिर्भोक्तृतां गता।  
स क्लेशः पञ्चधा ज्ञेयो नामान्यस्य च मे शृणु ॥ 8 ॥"
12	Chapter - 12	9	"तमो मोहो महामोहस्तामिस्रो ह्यन्धसंज्ञितः।  
अविद्या पञ्चपर्वैषा तमसो गतिरुत्तमा ॥ 9 ॥"
12	Chapter - 12	10	"असङ्गिन्यपि चिच्छक्तिः (शुद्धात्म A. B. G.)शुद्धाप्यपरिणामिनी।  
आविद्धमात्मनो रूपं नैर्मल्येन(संक्लेशेन C. D.) विभर्ति सा ॥ 10 ॥"
12	Chapter - 12	11	"शक्रः---  
व्याहतामिव पश्यामि चिच्छक्तेः(चिच्छक्तिं D.) क्लेशसङ्गिताम्।  
मुह्यतीव मनो मेऽद्य तं मोहं छिन्धि पद्मजे ॥ 11 ॥"
12	Chapter - 12	12	"श्रीः---  
स्वतन्त्रा (विश्वसिद्धानां A. B. C. D. I.; विश्वसिद्धीनां G.)सर्वसिद्धीनां हेतुश्चात्र(चित्रा E. I.) महाद्भुता।  
शक्तिर्नारायणस्याहं नित्या देवी सदोदिता ॥ 12 ॥"
12	Chapter - 12	13	"तस्या मे पञ्च कर्माणि नित्यानि त्रिदशेश्वर।  
तिरोभावस्तथा सृष्टिः स्थितिः संहृतिरेव च ॥ 13 ॥"
12	Chapter - 12	14	"अनुग्रह इति प्रोक्तं मदीयं कर्मपञ्चकम्।  
एतेषां क्रमशो व्याख्यां कर्मणां शक्र मे श्रृणु ॥ 14 ॥"
12	Chapter - 12	15	"तत्र नाम तिरोभावोऽन्यद्भावः परिकीर्त्यते।  
स्वच्छापि सा मदीया हि चिच्छक्तिर्भोक्तृसंज्ञिता ॥ 15 ॥"
12	Chapter - 12	16	"मदीयया यया शक्त्या वर्तते प्रकृतेर्वशे।  
तिरोभावाभिधाना मे साविद्याशक्तिरुच्यते ॥ 16 ॥"
